施設、場所、イベントの名称,施設、場所、イベントの名称（読み）,ジャンル,キャッチコピー,説明文,経度（世界測地系）,緯度（世界測地系）,郵便番号,住所,ビル名,フロア数,電話番号,FAX番号,アクセス,予算,定員、収容人数,定員、収容人数コメント,取扱商品、メニュー、プラン,取扱商品、メニュー、プラン 料金,取扱商品、メニュー、プラン 写真ファイル名,取扱商品、メニュー、プラン 写真キャプション,写真ファイル名,写真キャプション,ホームページURL（PC）,ホームページURL（モバイル）,支払方法,ペット同伴の可・不可,コピーライト・情報提供元,注意事項,その他説明、備考
千葉市 こてはし台１丁目公園,コテハシダイ１チョウメコウエン,,,,140.125936,35.685653,,千葉市花見川区こてはし台１丁目１４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 東花園公園,ヒガシハナゾノコウエン,,,,140.076408,35.654286,,千葉市花見川区花園５丁目１０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第２公園,アサヒガオカダイ２コウエン,,,,140.081847,35.655408,,千葉市花見川区朝日ヶ丘３丁目２６６５－６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 検見川公園,ケミガワコウエン,,,,140.070119,35.646107,,千葉市花見川区検見川町３丁目３３０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 こてはし台６丁目公園,コテハシダイ６チョウメコウエン,,,,140.116563,35.695947,,千葉市花見川区こてはし台６丁目２０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 つぐみ公園,ツグミコウエン,,,,140.068778,35.660424,,千葉市花見川区瑞穂３丁目９－１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 横戸北公園,ヨコドキタコウエン,,,,140.113443,35.698848,,千葉市花見川区横戸台３８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 南花園１丁目公園,ミナミハナゾノ１チョウメコウエン,,,,140.082613,35.649359,,千葉市花見川区南花園１丁目２４６３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 新検見川公園,シンケミガワコウエン,,,,140.072296,35.65093,,千葉市花見川区南花園２丁目４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 畑町公園,ハタマチコウエン,,,,140.088616,35.661657,,千葉市花見川区畑町４４６－８１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 渚公園,ナギサコウエン,,,,140.045229,35.659483,,千葉市花見川区幕張町１丁目７６８９－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作台第２公園,ナガサクダイダイ２コウエン,,,,140.085648,35.686424,,千葉市花見川区作新台８丁目１１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作みどり公園,ナガサクミドリコウエン,,,,140.082079,35.685135,,千葉市花見川区長作町１６２３－１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 こてはし台３丁目公園,コテハシダイ３チョウメコウエン,,,,140.118992,35.684334,,千葉市花見川区こてはし台３丁目１１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 中道公園,ナカミチコウエン,,,,140.067323,35.650302,,千葉市花見川区検見川町２丁目２０６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 畑台公園,ハタダイコウエン,,,,140.081417,35.660333,,千葉市花見川区朝日ヶ丘５丁目３１０３－５７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 畑ケ丘公園,ハタガオカコウエン,,,,140.080357,35.661742,,千葉市花見川区畑町６６２－２５０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 浄土公園,ジョウドコウエン,,,,140.042584,35.675652,,千葉市花見川区幕張本郷６丁目１４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 こてはし台５丁目公園,コテハシダイ５チョウメコウエン,,,,140.117213,35.693353,,千葉市花見川区こてはし台５丁目２３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張４丁目公園,マクハリ４チョウメコウエン,,,,140.048784,35.655776,,千葉市花見川区幕張町４丁目５４４－４９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町５丁目第２公園,マクハリチョウ５チョウメダイ２コウエン,,,,140.054555,35.652693,,千葉市花見川区幕張町５丁目４１７－２７４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 さつきが丘東公園,サツキガオカヒガシコウエン,,,,140.099194,35.666575,,千葉市花見川区さつきが丘１丁目４１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 犢橋新田公園,コテハシシンデンコウエン,,,,140.110872,35.67467,,千葉市花見川区犢橋町７１１－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 大堀公園,オオホリコウエン,,,,140.091973,35.691775,,千葉市花見川区作新台１丁目７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 さつきが丘南公園,サツキガオカミナミコウエン,,,,140.092354,35.662916,,千葉市花見川区さつきが丘２丁目６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 ちすみ第１公園,チスミダイ１コウエン,,,,140.122449,35.684413,,千葉市花見川区千種町３４０－３３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 つくし公園,ツクシコウエン,,,,140.090576,35.65771,,千葉市花見川区朝日ヶ丘１丁目３３５３－１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 浪浜公園,ナミハマコウエン,,,,140.038581,35.672094,,千葉市花見川区幕張本郷１丁目１７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 西の谷公園,ニシノヤコウエン,,,,140.047408,35.667146,,千葉市花見川区幕張本郷３丁目２６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宮の台公園,ミヤノダイコウエン,,,,140.048193,35.669546,,千葉市花見川区幕張本郷４丁目４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 本郷児童公園,ホンゴウジドウコウエン,,,,140.050084,35.67152,,千葉市花見川区幕張本郷７丁目３７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宮野木西公園,ミヤノギニシコウエン,,,,140.092073,35.654921,,千葉市花見川区宮野木台１丁目７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 こてはし台２丁目公園,コテハシダイ２チョウメコウエン,,,,140.125929,35.68678,,千葉市花見川区こてはし台２丁目１２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 鷹の台弁天公園,タカノダイベンテンコウエン,,,,140.11739,35.70823,,千葉市花見川区横戸町１４４４－５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 みすみ公園,ミスミコウエン,,,,140.11475,35.686031,,千葉市花見川区三角町２３０－３９他,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作西公園,ナガサクニシコウエン,,,,140.066201,35.676408,,千葉市花見川区長作町１－４９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種第２公園,チグサダイ２コウエン,,,,140.117635,35.682882,,千葉市花見川区千種町３３７－５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 かるがも公園,カルガモコウエン,,,,140.070699,35.661628,,千葉市花見川区瑞穂３丁目４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 犢橋本郷第１公園,コテハシホンゴウダイ１コウエン,,,,140.110536,35.668468,,千葉市花見川区犢橋町２３３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 つくし第２公園,ツクシダイ２コウエン,,,,140.089281,35.65579,,千葉市花見川区朝日ヶ丘１丁目２５７１－４他,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作台第１公園,ナガサクダイダイ１コウエン,,,,140.084512,35.686533,,千葉市花見川区作新台８丁目１２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 天戸公園,アマドコウエン,,,,140.087395,35.684159,,千葉市花見川区天戸町１４６４－６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 芦太山公園,アシブトヤマコウエン,,,,140.097247,35.694831,,千葉市花見川区柏井町１６５６－１３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 芦太公園,アシブトコウエン,,,,140.096098,35.695484,,千葉市花見川区柏井町１６５６－８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町１丁目第２公園,マクハリチョウ１チョウメダイ２コウエン,,,,140.044191,35.662747,,千葉市花見川区幕張町１丁目７７８３－１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 柏井第３公園,カシワイダイ３コウエン,,,,140.106528,35.709492,,千葉市花見川区柏井町１７６２－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 あさみや公園,アサミヤコウエン,,,,140.090429,35.653142,,千葉市花見川区宮野木台１丁目２０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 森長公園,モリナガコウエン,,,,140.087581,35.691743,,千葉市花見川区作新台２丁目１５４１－１３２他,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宇那谷もみじ公園,ウナヤモミジコウエン,,,,140.137196,35.69522,,千葉市花見川区み春野３丁目９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町あんず公園,マクハリチョウアンズコウエン,,,,140.056612,35.66632,,千葉市花見川区幕張町４丁目１８１８－５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 富士公園,フジコウエン,,,,140.095903,35.658092,,千葉市花見川区宮野木台４丁目４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 犢橋本郷第３公園,コテハシホンゴウダイ３コウエン,,,,140.116274,35.668654,,千葉市花見川区犢橋町５９－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宮野木台１丁目公園,ミヤノギダイ１チョウメコウエン,,,,140.094443,35.656059,,千葉市花見川区宮野木台１丁目６００－４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宇那谷すずかぜ公園,ウナヤスズカゼコウエン,,,,140.137864,35.689373,,千葉市花見川区み春野２丁目１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 めぐち公園,メグチコウエン,,,,140.081588,35.65443,,千葉市花見川区朝日ヶ丘３丁目２５３１－５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種北公園,チグサキタコウエン,,,,140.119108,35.683772,,千葉市花見川区千種町３３３－１３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種公園,チグサコウエン,,,,140.119915,35.682637,,千葉市花見川区千種町３５６－３２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町４丁目北第２公園,マクハリチョウ４チョウメキタダイ２コウエン,,,,140.057453,35.667038,,千葉市花見川区幕張町４丁目１８００－１０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 みのわ公園,ミノワコウエン,,,,140.084427,35.66041,,千葉市花見川区朝日ヶ丘５丁目６６５－１９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 横戸公園,ヨコドコウエン,,,,140.116459,35.703217,,千葉市花見川区横戸町１２５５－２７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 東花園第２公園,ヒガシハナゾノダイ２コウエン,,,,140.081414,35.650987,,千葉市花見川区花園町２４４９－４２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘公園,アサヒガオカコウエン,,,,140.077008,35.655637,,千葉市花見川区朝日ヶ丘４丁目２６９８－７７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町３丁目公園,マクハリチョウ３チョウメコウエン,,,,140.052454,35.6621,,千葉市花見川区幕張町３丁目１０９６－１５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第３公園,アサヒガオカダイ３コウエン,,,,140.082041,35.656233,,千葉市花見川区朝日ヶ丘３丁目２６６５－８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町５丁目第３公園,マクハリチョウ５チョウメダイ３コウエン,,,,140.052616,35.655091,,千葉市花見川区幕張町５丁目４１７－３０５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 大坂公園,オオサカコウエン,,,,140.07724,35.656642,,千葉市花見川区朝日ヶ丘４丁目３２０１－１２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台４丁目公園,サクシンダイ４チョウメコウエン,,,,140.079014,35.690757,,千葉市花見川区作新台４丁目１３８７－３２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 鷹の台公園,タカノダイコウエン,,,,140.110939,35.711961,,千葉市花見川区横戸町５－１５３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 ちすみ第２公園,チスミダイ２コウエン,,,,140.123793,35.682503,,千葉市花見川区三角町４８７－１８５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第４公園,アサヒガオカダイ４コウエン,,,,140.091062,35.656423,,千葉市花見川区朝日ヶ丘１丁目２５８５－４９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 芦太第２公園,アシブトダイ２コウエン,,,,140.094775,35.694817,,千葉市花見川区柏井町１６５５－４４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町１丁目公園,マクハリチョウ１チョウメコウエン,,,,140.046377,35.665163,,千葉市花見川区幕張町１丁目４０２９－５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 木の宮公園,キノミヤコウエン,,,,140.093687,35.659393,,千葉市花見川区宮野木台３丁目２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 こてはし台４丁目公園,コテハシダイ４チョウメコウエン,,,,140.117254,35.684845,,千葉市花見川区こてはし台４丁目６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 畑町第２公園,ハタマチダイ２コウエン,,,,140.076815,35.664671,,千葉市花見川区畑町１６０５－１２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張本郷７丁目公園,マクハリホンゴウ７チョウメコウエン,,,,140.051102,35.675633,,千葉市花見川区幕張本郷７丁目３３－７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 享保公園,キョウホコウエン,,,,140.089672,35.68998,,千葉市花見川区作新台１丁目,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張（Ａ）公園,マクハリＡコウエン,,,,140.046438,35.661133,,千葉市花見川区幕張町１丁目７６７３－３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 幕張町５丁目第４公園,マクハリチョウ５チョウメダイ４コウエン,,,,140.056049,35.655882,,千葉市花見川区幕張町５丁目４１７－３３４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 柏井公園,カシワイコウエン,,,,140.105064,35.706667,,千葉市花見川区柏井町１５０４－４０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 草原内公園,クサハラナイコウエン,,,,140.104294,35.677231,,千葉市花見川区犢橋町１６１２－９６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 鷹の台第２公園　,タカノダイダイ２コウエン,,,,140.11143,35.711947,,千葉市花見川区横戸町１８－５８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 地蔵作公園,ジゾウサクコウエン,,,,140.071901,35.68189,,千葉市花見川区長作町５６６－１２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第５公園,アサヒガオカダイ５コウエン,,,,140.087083,35.6553,,千葉市花見川区朝日ヶ丘３丁目２５６６－１７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作台第４公園,ナガサクダイダイ４コウエン,,,,140.085642,35.689504,,千葉市花見川区作新台６丁目１９,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台２丁目公園,サクシンダイ２チョウメコウエン,,,,140.087873,35.693918,,千葉市花見川区作新台２丁目２３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作東公園,ナガサクヒガシコウエン,,,,140.074411,35.675163,,千葉市花見川区長作町７８１－２４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台２丁目第２公園,サクシンダイ２チョウメダイ２コウエン,,,,140.088451,35.691405,,千葉市花見川区作新台２丁目１５５５－３５,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 長作清水前公園,ナガサクシミズマエコウエン,,,,140.078075,35.679749,,千葉市花見川区長作町１１０３－４０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台光公園,サクシンダイヒカリコウエン,,,,140.083928,35.688807,,千葉市花見川区作新台７丁目３１４５－７,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第６公園,アサヒガオカダイ６コウエン,,,,140.083131,35.655207,,千葉市花見川区朝日ヶ丘３丁目２５３３－１８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 地蔵作第３公園,ジゾウサクダイ３コウエン,,,,140.072569,35.682317,,千葉市花見川区長作町５９４－１４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘北公園,アサヒガオカキタコウエン,,,,140.082563,35.657154,,千葉市花見川区朝日ヶ丘４丁目３２４７－２４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 地蔵作第２公園,ジゾウサクダイ２コウエン,,,,140.071259,35.682589,,千葉市花見川区長作町４８３－１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 天戸第２公園,アマドダイ２コウエン,,,,140.092295,35.684273,,千葉市花見川区天戸町１４８８－３３,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 横戸第六天公園,ヨコドダイ６テンコウエン,,,,140.113482,35.712765,,千葉市花見川区横戸町１４８６－２他,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種第３公園,チグサダイ３コウエン,,,,140.112837,35.676657,,千葉市花見川区千種町１８９－２０,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種第６公園,チグサダイ６コウエン,,,,140.121996,35.680045,,千葉市花見川区千種町３６９－２８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種第４公園,チグサダイ４コウエン,,,,140.118463,35.680901,,千葉市花見川区千種町３６３－３１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 千種北第２公園,チグサキタダイ２コウエン,,,,140.122108,35.68385,,千葉市花見川区千種町３４２－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 畑ヶ丘第２公園,ハタガオカダイ２コウエン,,,,140.079531,35.664005,,千葉市花見川区畑町８５７－２,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台２丁目第３公園,サクシンダイ２チョウメダイ３コウエン,,,,140.087636,35.69102,,千葉市花見川区作新台２丁目１５５４－３６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 宮野木台２丁目公園,ミヤノギダイ２チョウメコウエン,,,,140.09601,35.65683,,千葉市花見川区宮野木台２丁目２２６－４,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台６丁目公園,サクシンダイ６チョウメコウエン,,,,140.085972,35.688744,,千葉市花見川区作新台６丁目３２３６－１６,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 天戸第３公園,アマドダイ３コウエン,,,,140.088022,35.685101,,千葉市花見川区天戸町１４６４－８,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台３丁目公園,サクシンダイ３チョウメコウエン,,,,140.08387,35.694309,,千葉市花見川区作新台３丁目１４０２－２１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 作新台４丁目第２公園,サクシンダイ４チョウメダイ２コウエン,,,,140.078406,35.690207,,千葉市花見川区作新台４丁目１３８５－４１,,,043-286-8740,,,,,,,,,,,,,,,,,,
千葉市 朝日ヶ丘第７公園,アサヒガオカダイ７コウエン,,,,140.092033,35.656597,,千葉市花見川区朝日ヶ丘１丁目３２９９－５８,,,043-286-8740,,,,,,,,,,,,,,,,,,
